Id,SalePrice
1461,113755.72326554859
1462,144186.2961583085
1463,170617.2391140709
1464,193647.0312346347
1465,196551.0374112461
1466,180554.0502362399
1467,190883.02146389557
1468,174215.42980810616
1469,205355.85191746603
1470,109789.23291200085
1471,203709.14111588604
1472,113440.05655670248
1473,101194.92527886305
1474,148535.76243084494
1475,119719.05601185106
1476,312822.2760015497
1477,248622.8447397271
1478,289525.5143163366
1479,274194.3566267787
1480,403643.1640584547
1481,290910.560486453
1482,216475.67893074697
1483,178325.21319788636
1484,174160.3812783257
1485,198309.64411091607
1486,208823.84299948777
1487,286210.0621767723
1488,257696.562995755
1489,185972.6391531258
1490,232510.76204101404
1491,210342.29966218967
1492,85140.73740438547
1493,214300.07855263224
1494,293058.0124745908
1495,276090.69479173084
1496,222352.3229298006
1497,171666.03216604947
1498,157493.42298711336
1499,164784.2292572857
1500,156656.23818563635
1501,203347.1846528392
1502,143769.23316296807
1503,274929.138568892
1504,243228.94200144068
1505,221572.24247155443
1506,208943.85152061319
1507,248261.54649774323
1508,208654.89853224612
1509,155388.11889128236
1510,147002.1321945371
1511,147331.74274656328
1512,191063.64587854582
1513,167447.56901441573
1514,154250.09065540682
1515,231525.45892759797
1516,170900.0971028217
1517,171933.8062670488
1518,122786.56604160962
1519,243498.4831685269
1520,131342.0264632398
1521,123951.1130082215
1522,204272.560681149
1523,86309.3356118541
1524,115276.60080761753
1525,101424.09378026461
1526,90223.13689205574
1527,96361.78962552559
1528,147581.35977486114
1529,129084.78393201332
1530,222293.72110342316
1531,149555.66493692563
1532,109618.27754254767
1533,153517.813276708
1534,130871.70073015138
1535,157568.97829774243
1536,105884.91400776326
1537,26623.2945676347
1538,185538.25118770695
1539,235216.3829470846
1540,107004.93597817107
1541,157497.3342995866
1542,141935.32582468062
1543,197816.50779927836
1544,73522.65642477723
1545,135524.143595087
1546,140054.28008105524
1547,144922.27952558745
1548,135860.8647944905
1549,118953.88697153667
1550,125093.46696610854
1551,133788.06217562372
1552,125919.92291027389
1553,148987.70071756036
1554,126739.21743021242
1555,170366.7284141652
1556,75654.17689232517
1557,87608.15413373045
1558,92914.31354355125
1559,67252.84603729018
1560,126065.94509817136
1561,125388.15249677829
1562,120455.09293869964
1563,114417.55656987184
1564,155486.41648635652
1565,131553.15084606654
1566,238191.91459957592
1567,57818.56750967086
1568,220674.50220257964
1569,94273.1472572874
1570,148720.11631785135
1571,113518.74544690445
1572,137181.81241689378
1573,258515.93114998413
1574,119338.3388818478
1575,244687.73048284638
1576,239842.89853126009
1577,201271.02081639424
1578,149028.44106207986
1579,134560.26620098937
1580,211672.35114301613
1581,139029.2345695555
1582,124864.72047763818
1583,307504.6685467706
1584,223937.16284255532
1585,155070.06980053114
1586,47164.527596621425
1587,96321.72719966632
1588,144353.64602679957
1589,99622.00683773065
1590,138018.82570795633
1591,66487.33898629795
1592,136874.27478079393
1593,137475.8257856277
1594,126805.59865094989
1595,115733.74160527007
1596,225060.41182769567
1597,175908.09612743848
1598,207378.00377004186
1599,198015.38066146348
1600,184779.5760574803
1601,26865.39022058074
1602,121604.92418044212
1603,55600.69375339674
1604,258503.6666194921
1605,264780.22011123097
1606,170115.5589915145
1607,175246.41276817268
1608,223283.15836849215
1609,199044.24493721186
1610,152925.52483825816
1611,160921.0293513307
1612,167975.0608511864
1613,166600.54529304092
1614,127579.34899524937
1615,58646.84656417847
1616,42540.34096891701
1617,65910.30704573204
1618,112852.465700284
1619,142397.82257695298
1620,173395.75524066074
1621,134645.5236814936
1622,123782.00472438138
1623,266051.07065575744
1624,210099.90780612652
1625,120412.04014490417
1626,196840.33835623774
1627,190581.39239206805
1628,281403.7115731208
1629,195705.9008617847
1630,326695.340413296
1631,215502.068553717
1632,237915.43404755986
1633,183607.077538845
1634,199337.25502868916
1635,190452.23652190168
1636,167530.8428477581
1637,200063.03967482678
1638,219455.16341849358
1639,202167.022316286
1640,271125.5315935394
1641,204625.06288851134
1642,231710.81972512451
1643,231764.0624955889
1644,231904.83280677872
1645,236784.01760543778
1646,181094.1906978226
1647,174646.9696998155
1648,135719.9734935729
1649,138295.514702774
1650,112456.97871428018
1651,106555.35338855966
1652,126055.49700558919
1653,126322.06292946229
1654,151980.90125461912
1655,154235.80835530127
1656,144096.9985335659
1657,155939.68547613441
1658,143744.09440235107
1659,133823.08449487353
1660,146468.86166527227
1661,379744.4557588665
1662,332744.8063968847
1663,326282.17755406315
1664,421504.7070324494
1665,282239.03305757244
1666,293049.2139441463
1667,308184.7072130047
1668,307121.64123385435
1669,290168.3502901726
1670,307907.8024008031
1671,267970.7421349444
1672,390907.17718465265
1673,286558.63710851886
1674,254347.91980486328
1675,191040.22722015984
1676,199438.52480167488
1677,217353.5339396497
1678,400955.4523441241
1679,325388.6879478599
1680,287149.20431719406
1681,249610.8894062658
1682,286485.444932785
1683,197497.05903238722
1684,201657.69750505302
1685,180665.36015958793
1686,178830.57474463445
1687,179593.19028562598
1688,210726.28975221084
1689,203333.13025330508
1690,217445.63505643385
1691,202392.33982599957
1692,266080.2385513965
1693,182754.55674904364
1694,196737.6835322784
1695,183897.83003612806
1696,273367.36790874286
1697,188436.06126937724
1698,322877.8257809639
1699,305437.749288109
1700,249847.61772306042
1701,281469.8223527669
1702,256339.15020731685
1703,259084.16465785413
1704,284186.8940085863
1705,236842.34432004008
1706,378177.9535782692
1707,202577.50184286048
1708,203456.20277259673
1709,262291.27408698096
1710,237778.5587398369
1711,266536.8908280415
1712,265729.67570092774
1713,262771.8290642757
1714,223103.4204949463
1715,208148.25457898283
1716,186233.5411311841
1717,188325.06093001913
1718,130733.14599752345
1719,212525.96505896223
1720,245035.82638323714
1721,176933.74688372912
1722,118560.9204229425
1723,165773.63197067322
1724,227093.52606669662
1725,242927.5976945014
1726,187846.8703721607
1727,155684.30447789363
1728,193858.11434139998
1729,172452.4816023243
1730,169782.4353965585
1731,119031.10295729141
1732,120239.58920704003
1733,106764.89955301315
1734,109247.17955220107
1735,132142.63607774617
1736,107400.31227685825
1737,319541.115107095
1738,237198.3250842617
1739,279303.3398587351
1740,201375.1385778779
1741,192832.5907109963
1742,181172.52112558123
1743,185272.05411592626
1744,292152.4769027851
1745,218205.56684379966
1746,226985.25011271436
1747,223805.2592818929
1748,232222.2501958887
1749,155249.25685034262
1750,156448.47228610062
1751,251268.69629701192
1752,115564.89192692109
1753,152449.67600883043
1754,233648.61258331302
1755,175915.46287459682
1756,134075.4897240108
1757,101121.81817077624
1758,153162.05341992003
1759,183950.86661410064
1760,167346.82509627717
1761,164459.71832972753
1762,173009.8990847565
1763,172732.15913351218
1764,112009.19294962601
1765,201243.20042388642
1766,205383.31703244254
1767,251879.1406425197
1768,141005.77539322467
1769,185241.39534656855
1770,157924.40308354667
1771,118495.30592910585
1772,125246.10994778236
1773,113485.87099108577
1774,155430.48393090593
1775,146766.6529134087
1776,131704.30110553897
1777,100510.40860573633
1778,145214.73023585242
1779,115605.78023182985
1780,193740.46242349327
1781,117538.62171737978
1782,51729.66914759262
1783,128682.58939481119
1784,88309.73975890793
1785,113083.85928026901
1786,142595.7672901618
1787,174787.87728531577
1788,13860.150822109194
1789,100819.01040815341
1790,42811.563465280575
1791,211728.5679187082
1792,173868.3552677991
1793,155209.9364930723
1794,182478.83789841144
1795,132131.50744175387
1796,132716.75233490125
1797,138842.59841462702
1798,106634.38432564947
1799,106330.84637654235
1800,107627.66030340723
1801,103092.69811434264
1802,152982.3059399376
1803,172363.10733441787
1804,137119.83616354235
1805,149129.30322089756
1806,137076.1724909799
1807,172760.41324058955
1808,120987.88079348381
1809,118596.6636435535
1810,142948.77456623863
1811,60286.39450087247
1812,96755.43457820837
1813,118774.98357042682
1814,78021.66184428183
1815,17789.80796195625
1816,95150.84973265592
1817,99535.42381149891
1818,158410.15638411918
1819,125249.89014603791
1820,43484.46655076917
1821,113664.08100551099
1822,157373.43963565386
1823,17916.560098833987
1824,130022.64615160448
1825,133841.60850419814
1826,97756.80480969173
1827,100134.51831317565
1828,132021.58033955295
1829,155814.79775296885
1830,160670.33161478152
1831,185602.30234597612
1832,110007.33611207257
1833,158359.66756737197
1834,126772.52928316628
1835,124208.86811500543
1836,127605.71397981478
1837,89536.48232447973
1838,115999.29543590022
1839,86449.37050098076
1840,149110.0966293934
1841,137568.60008588724
1842,80080.91737436119
1843,126434.46094372694
1844,130313.05647999176
1845,127677.8635611349
1846,149473.21218584233
1847,164871.1396719577
1848,1659.1814169537975
1849,124030.05481914885
1850,121194.70395060454
1851,150609.39156389062
1852,118868.5728129748
1853,126991.04949319258
1854,183592.53101058828
1855,158630.08372670563
1856,232938.49320311623
1857,133572.70352851006
1858,129867.42867244442
1859,117075.9679915685
1860,156499.35561122966
1861,115960.76204776124
1862,279708.6926270573
1863,277921.81150398485
1864,277938.69470152154
1865,316166.2000784237
1866,310777.9065832716
1867,234209.82305764
1868,290459.3739653317
1869,224759.8308003518
1870,245037.61781283503
1871,243497.49524269404
1872,176365.23875629727
1873,230003.31533523079
1874,145980.2171213039
1875,214674.4016168305
1876,210613.5228893609
1877,224247.18359276734
1878,219458.3578059791
1879,112224.6342921973
1880,148922.4910321819
1881,238506.4028633068
1882,252329.00883078517
1883,200723.89934796805
1884,206400.94846517907
1885,260045.8540605741
1886,278464.7645892784
1887,237600.50119425647
1888,287246.2370990644
1889,169286.12794277642
1890,115546.72196859133
1891,146629.99149404082
1892,73358.82083194994
1893,138139.48275592795
1894,104411.76731880486
1895,163038.84793449088
1896,119726.83578340162
1897,114483.45534734277
1898,112060.87265906448
1899,145051.36472357798
1900,149290.6776034016
1901,169548.9237138728
1902,133166.0699260548
